site,quadrat,identifier,date_collected,class,order,suborder,family,genus,final_id,total_length_mm,notes,photo,
Triquet N,5,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,2,,,
Triquet N,5,Tanya,29-Jun-17,Ostracoda,,,,,Ostracoda,0.5,,,
Triquet N,5,Tanya,29-Jun-17,Ostracoda,,,,,Ostracoda,0.5,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Decapoda,,Epialtidae,Pugettia,Pugettia richii,15,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,3,,,
Triquet S,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,,Nereididae,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,3,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,4,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,Nematoda,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Eusiroidea,Pontogeneia,Pontogeneia inermis,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ampithoidae,,Ampithoidae,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Aoridae,Aoroides,Aoroides,2,,,
Triquet S,8,Tanya,29-Jun-17,Polychaeta,Capitellida,,Maldanidae,Axiothella,Axiothella,3,,,
Triquet S,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Syllidae,Exogone,Exogone,0.4,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,Nematoda,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,6,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,4,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,6,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,2,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,eggs,,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,Nematoda,6,,,
Triquet S,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,5,,,
Triquet S,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,Nematoda,5,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,1,,,
Triquet S,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,0.5,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Gammaropsis,Gammaropsis thomsoni,2,,,
Triquet S,8,Tanya,29-Jun-17,,,,,,Nematoda,4,,,
Triquet S,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,Platynereis,Platynereis,2.5,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet S,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
